time,temperature_2m (°C),relativehumidity_2m (%),dewpoint_2m (°C),apparent_temperature (°C),pressure_msl (hPa),surface_pressure (hPa),precipitation (mm),rain (mm),snowfall (cm),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),windspeed_10m (km/h),winddirection_10m (°),windgusts_10m (km/h),et0_fao_evapotranspiration (mm),vapor_pressure_deficit (kPa)
2022-02-10T00:00,-4,78,-7.2,-8.3,1023.8,838.6,0,0,0,59,16,74,0,8.9,40,17.6,0,0.1
2022-02-10T01:00,-5,79,-8.1,-9,1024.6,838.7,0,0,0,35,14,38,0,6.4,286,20.2,0,0.09
2022-02-10T02:00,-4.7,76,-8.3,-8.8,1025,839.2,0,0,0,34,21,25,0,6.4,243,22.3,0,0.1
2022-02-10T03:00,-4.6,85,-6.7,-8.8,1023.9,838.4,0.3,0.2,0.07,15,11,9,0,8.6,237,14.8,0,0.06
2022-02-10T04:00,-5.6,86,-7.6,-10,1023.1,837.1,0,0,0,8,5,6,0,9.2,231,17.3,0,0.06
2022-02-10T05:00,-6.6,85,-8.7,-11.2,1021.8,835.4,0,0,0,5,3,4,0,10.2,225,19.4,0,0.06
2022-02-10T06:00,-7.1,83,-9.5,-11.6,1020.9,834.4,0,0,0,22,16,12,0,8.9,227,22,0,0.06
2022-02-10T07:00,-7.6,82,-10.2,-12.1,1019.7,833.1,0,0,0,13,12,4,0,8.8,215,23.4,0,0.06
2022-02-10T08:00,-7.6,79,-10.6,-12.1,1019.4,832.8,0,0,0,19,16,7,0,8.3,214,24.8,0,0.07
2022-02-10T09:00,-7.4,77,-10.7,-12,1018.8,832.5,0,0,0,17,13,5,6,9,217,26.6,0,0.08
2022-02-10T10:00,-6.5,75,-10.3,-11.6,1017.9,832.3,0,0,0,3,2,2,0,12.3,220,30.6,0.01,0.1
2022-02-10T11:00,-4.7,71,-9.1,-9.7,1017.3,832.9,0,0,0,0,0,0,0,12.8,218,33.5,0.02,0.13
2022-02-10T12:00,-1.1,65,-6.9,-6,1016.4,834.3,0,0,0,1,1,0,0,13.3,218,33.1,0.07,0.2
2022-02-10T13:00,2.9,57,-4.8,-1.7,1015.1,835.6,0,0,0,27,0,0,90,12.6,211,31.3,0.15,0.33
2022-02-10T14:00,5.9,51,-3.5,1.3,1014,836.4,0,0,0,28,3,3,78,13.9,190,31,0.22,0.45
2022-02-10T15:00,7.2,51,-2.2,2.9,1012.2,835.7,0,0,0,49,2,32,93,13.8,189,27.4,0.25,0.5
2022-02-10T16:00,8.1,49,-1.9,4.1,1010.7,834.9,0,0,0,30,1,0,98,14,181,28.1,0.27,0.55
2022-02-10T17:00,8.4,49,-1.8,4.2,1009.8,834.3,0,0,0,23,3,0,67,13.8,173,28.8,0.26,0.56
2022-02-10T18:00,7.7,52,-1.5,4.4,1007.8,832.3,0,0,0,14,1,21,0,7,168,26.6,0.22,0.51
2022-02-10T19:00,7.2,53,-1.8,4.1,1007.8,832,0,0,0,9,5,2,10,5.1,98,27.7,0.14,0.48
2022-02-10T20:00,6.3,54,-2.3,3.5,1007.8,831.5,0,0,0,24,6,1,61,2.9,187,30.6,0.05,0.44
2022-02-10T21:00,5.3,57,-2.7,2.1,1007.8,830.9,0,0,0,26,0,0,87,4.8,222,36.7,0.02,0.39
2022-02-10T22:00,4.7,59,-2.8,1.3,1008.4,831.1,0,0,0,24,2,1,72,6.2,216,40.7,0.01,0.36
2022-02-10T23:00,4.4,59,-3,0.1,1008.2,830.8,0,0,0,3,0,0,11,11.7,214,42.1,0.03,0.34
2022-02-11T00:00,4.1,59,-3.3,-1,1008.4,830.8,0,0,0,14,0,0,48,16.9,196,37.8,0.04,0.34
2022-02-11T01:00,3.4,59,-3.8,-1.9,1008.1,830.1,0,0,0,14,0,0,45,18.4,191,28.8,0.04,0.32
2022-02-11T02:00,1.6,64,-4.5,-3.3,1007.2,828.4,0,0,0,7,0,0,23,15,190,18.4,0.03,0.25
2022-02-11T03:00,1.3,59,-5.8,-2.8,1007.5,828.4,0,0,0,22,0,0,73,9,185,23,0.02,0.28
2022-02-11T04:00,4.4,41,-7.9,0.4,1008.2,830.8,0,0,0,26,1,0,84,6.2,159,17.6,0.02,0.5
2022-02-11T05:00,4.6,39,-8.3,0.7,1008.8,831.4,0,0,0,19,5,0,48,5.8,277,11.2,0.02,0.52
2022-02-11T06:00,-1.9,58,-9.1,-5.9,1010,828.6,0,0,0,10,1,0,30,6,213,13.3,0.01,0.23
2022-02-11T07:00,-4.1,66,-9.6,-7.7,1011.1,828.2,0,0,0,3,3,0,0,2.9,210,13.3,0,0.16
2022-02-11T08:00,-2.5,63,-8.7,-6.2,1014.7,832.1,0,0,0,2,2,1,0,4,80,14,0,0.19
2022-02-11T09:00,-2.2,62,-8.5,-6,1018.7,835.6,0,0,0,7,4,4,2,4.6,72,16.9,0,0.2
2022-02-11T10:00,-1.9,62,-8.1,-6.6,1022,838.5,0,0,0,4,2,4,0,11.5,346,12.2,0.02,0.2
2022-02-11T11:00,-0.9,60,-7.8,-4.9,1023.4,840.2,0,0,0,4,2,3,0,7,325,14.4,0.02,0.23
2022-02-11T12:00,-4.4,75,-8.2,-8.2,1024.4,838.9,0,0,0,17,11,12,0,5.1,4,20.5,0.06,0.11
2022-02-11T13:00,-0.9,75,-4.9,-5,1024.4,841,0,0,0,58,38,39,0,9,23,28.4,0.12,0.15
2022-02-11T14:00,0.3,74,-3.8,-4.5,1024.9,842.1,0,0,0,100,74,71,0,15,27,38.5,0.14,0.16
2022-02-11T15:00,-1.2,75,-5.1,-6.5,1025.6,841.8,0.2,0,0.14,100,94,98,0,16.9,29,39.2,0.12,0.14
2022-02-11T16:00,-1.9,74,-6,-6.8,1026,841.7,0.3,0,0.21,100,80,99,0,13.8,28,34.9,0.11,0.14
2022-02-11T17:00,-2.2,73,-6.4,-6.5,1026.2,841.7,0.3,0,0.21,100,92,99,0,9.3,28,28.8,0.12,0.14
2022-02-11T18:00,-2.7,75,-6.5,-6.1,1028.5,843.3,0.4,0,0.28,100,89,100,3,3.6,360,23.4,0.07,0.13
2022-02-11T19:00,-3.1,78,-6.3,-6.6,1028.7,843.2,0.6,0,0.42,100,76,100,12,4.2,290,19.4,0.05,0.11
2022-02-11T20:00,-3.8,84,-6.1,-7.1,1029.8,843.7,0.6,0,0.42,100,58,100,47,3.3,221,15.5,0.02,0.08
2022-02-11T21:00,-4.2,84,-6.4,-7.7,1031.3,844.7,0.5,0,0.35,100,49,100,33,4.2,200,13,0.01,0.07
2022-02-11T22:00,-5,85,-7.1,-8.5,1033.1,845.7,0.3,0,0.21,100,48,100,37,3.8,197,9.7,0,0.06
2022-02-11T23:00,-6.2,86,-8.2,-9.6,1033.7,845.4,0.2,0,0.14,100,41,100,21,2.2,180,10.1,0,0.05
2022-02-12T00:00,-6.4,83,-8.8,-10.7,1035.1,846.4,0.2,0,0.14,100,60,100,15,8,82,13.7,0,0.06
2022-02-12T01:00,-5.6,78,-8.8,-9.8,1036.3,847.9,0.1,0,0.07,84,27,100,0,7.3,81,10.1,0,0.09
2022-02-12T02:00,-6.7,79,-9.7,-10.2,1036.9,847.7,0.1,0,0.07,79,26,93,0,1.8,143,7.9,0,0.08
2022-02-12T03:00,-8.1,90,-9.5,-11.9,1037.4,847.2,0.1,0,0.07,89,46,80,0,4.5,209,9.7,0,0.03
2022-02-12T04:00,-10,89,-11.4,-14.6,1037,845.7,0,0,0,71,41,57,0,8.9,227,10.8,0,0.03
2022-02-12T05:00,-11,87,-12.8,-15.8,1036.1,844.3,0,0,0,35,24,22,0,9.7,243,10.1,0,0.04
2022-02-12T06:00,-12.5,85,-14.5,-17,1036.2,843.4,0,0,0,9,5,7,0,6.7,216,11.2,0,0.04
2022-02-12T07:00,-14.6,83,-16.9,-19.1,1035.4,841.4,0,0,0,4,4,1,0,5.6,230,14.4,0,0.03
2022-02-12T08:00,-16.7,82,-19.1,-21.4,1035.3,839.9,0,0,0,2,2,0,0,6.9,219,18.4,0,0.03
2022-02-12T09:00,-17.5,80,-20.2,-22.8,1034.7,838.8,0,0,0,1,0,0,4,9.7,219,20.9,0,0.03
2022-02-12T10:00,-18,77,-21,-23.5,1034.1,838.1,0,0,0,13,0,0,43,11.3,217,21.6,0,0.03
2022-02-12T11:00,-16.9,73,-20.6,-22.6,1034,838.7,0,0,0,9,0,0,29,13.1,217,23.8,0.01,0.04
2022-02-12T12:00,-13,67,-17.8,-18.3,1033.5,840.9,0,0,0,17,0,8,40,11.3,217,22.3,0.04,0.07
2022-02-12T13:00,-7.7,63,-13.4,-12.3,1032.5,843.5,0,0,0,16,0,0,52,8.2,221,17.6,0.1,0.13
2022-02-12T14:00,-1.8,52,-10.3,-5.8,1030.6,845.6,0,0,0,6,0,8,4,6.1,225,13.7,0.18,0.26
2022-02-12T15:00,1.1,43,-10.2,-2.2,1027.6,844.8,0,0,0,1,0,2,0,6,237,12.6,0.24,0.38
2022-02-12T16:00,2.4,47,-7.7,-0.6,1025,843.5,0,0,0,13,0,21,0,5.8,263,11.9,0.26,0.38
2022-02-12T17:00,3.2,44,-7.9,0,1023.2,842.4,0,0,0,41,0,68,0,4.4,279,11.9,0.25,0.43
2022-02-12T18:00,5,21,-15.6,0.9,1023.3,843.6,0,0,0,35,0,55,6,3.4,252,9.4,0.21,0.69
2022-02-12T19:00,4.7,27,-12.8,0.6,1022.8,843,0,0,0,17,0,9,39,4.2,20,9.7,0.12,0.62
2022-02-12T20:00,3.8,30,-12.3,-0.6,1023.7,843.2,0,0,0,9,0,1,27,7.1,30,9,0.07,0.57
2022-02-12T21:00,2.6,32,-12.4,-1.5,1024.8,843.4,0,0,0,7,0,9,4,4.8,63,7.2,0.03,0.5
2022-02-12T22:00,0,39,-12.3,-3.6,1026,842.8,0,0,0,2,0,4,0,1.3,236,10.4,0,0.37
2022-02-12T23:00,-6,59,-12.6,-10.1,1026.3,839.5,0,0,0,0,0,0,0,4.8,222,11.5,0,0.16
2022-02-13T00:00,-9.3,68,-14.1,-13.7,1026.9,837.9,0,0,0,0,0,0,0,6.5,214,16.6,0,0.1
2022-02-13T01:00,-10.5,69,-15.1,-15.4,1027.3,837.4,0,0,0,0,0,0,0,9.2,211,19.4,0.01,0.08
2022-02-13T02:00,-11,69,-15.5,-16.2,1027.1,836.9,0,0,0,0,0,0,0,11.1,209,22.3,0.01,0.08
2022-02-13T03:00,-11.3,71,-15.6,-16.6,1026.8,836.5,0,0,0,0,0,0,0,11.9,209,25.9,0.01,0.08
2022-02-13T04:00,-11.1,69,-15.6,-16.5,1026.5,836.4,0,0,0,0,0,0,0,11.9,209,25.9,0.01,0.08
2022-02-13T05:00,-11.1,69,-15.6,-16.4,1026.6,836.5,0,0,0,0,0,0,0,11.8,207,25.9,0.01,0.08
2022-02-13T06:00,-11.1,69,-15.6,-16.4,1025.4,835.5,0,0,0,0,0,0,0,11.6,210,25.9,0.01,0.08
2022-02-13T07:00,-11,69,-15.5,-16.4,1025.2,835.4,0,0,0,0,0,0,0,12.2,208,26.3,0.01,0.08
2022-02-13T08:00,-10.6,68,-15.3,-16,1024.9,835.4,0,0,0,1,0,0,4,12.3,212,27.4,0.01,0.09
2022-02-13T09:00,-10.2,68,-15,-15.7,1024.8,835.6,0,0,0,1,0,0,4,12.8,212,28.8,0.01,0.09
2022-02-13T10:00,-9.8,68,-14.7,-15.4,1025.4,836.3,0,0,0,0,0,0,0,13.9,211,30.2,0.01,0.09
2022-02-13T11:00,-8.1,65,-13.5,-13.8,1025,837.1,0,0,0,0,0,0,0,15.1,213,31.7,0.02,0.12
2022-02-13T12:00,-4.5,61,-10.8,-9.8,1024.8,839.1,0,0,0,0,0,0,0,13.8,213,29.5,0.07,0.17
2022-02-13T13:00,-0.1,58,-7.5,-4.9,1023.9,841.1,0,0,0,0,0,0,0,12.2,214,26.3,0.14,0.26
2022-02-13T14:00,3.7,52,-5.2,-0.2,1022.6,842.2,0,0,0,0,0,0,0,9.3,216,21.6,0.23,0.38
2022-02-13T15:00,5.1,52,-4,1.8,1021.2,841.9,0,0,0,0,0,0,0,9.4,212,18.7,0.27,0.42
2022-02-13T16:00,6,49,-3.9,2.9,1019.7,841.2,0,0,0,0,0,0,0,9.2,206,18.7,0.29,0.48
2022-02-13T17:00,6.4,48,-4,3.1,1018.6,840.5,0,0,0,0,0,0,0,8.3,198,19.4,0.28,0.5
2022-02-13T18:00,7.3,40,-5.4,3.8,1018,840.5,0,0,0,0,0,0,0,5.2,192,18.4,0.24,0.62
2022-02-13T19:00,6.2,43,-5.5,2.8,1017.9,839.8,0,0,0,0,0,0,0,4,153,18,0.15,0.54
2022-02-13T20:00,5.3,43,-6.3,1.4,1018.4,839.7,0,0,0,0,0,0,0,6.8,177,13,0.07,0.51
2022-02-13T21:00,0.3,55,-7.8,-4,1018.7,837,0,0,0,0,0,0,0,8.2,203,12.6,0.03,0.28
2022-02-13T22:00,-3.2,68,-8.2,-7.3,1018.9,835.1,0,0,0,0,0,0,0,6.8,212,18.7,0,0.15
2022-02-13T23:00,-5.5,74,-9.4,-9.9,1019.4,834.1,0,0,0,0,0,0,0,8.5,208,23,0,0.11
2022-02-14T00:00,-6.7,75,-10.5,-11.4,1019.7,833.6,0,0,0,0,0,0,0,9.9,213,25.6,0,0.09
2022-02-14T01:00,-7.5,75,-11.1,-12.5,1020.1,833.4,0,0,0,0,0,0,0,11.4,215,25.2,0.01,0.09
2022-02-14T02:00,-8.1,76,-11.6,-13.2,1020.4,833.3,0,0,0,0,0,0,0,11.7,214,24.8,0.01,0.08
2022-02-14T03:00,-8,74,-11.7,-13.1,1020.4,833.4,0,0,0,0,0,0,0,12,213,27.4,0.01,0.09
2022-02-14T04:00,-7.9,73,-11.8,-13,1020.4,833.5,0,0,0,0,0,0,0,12.1,210,27,0.01,0.09
2022-02-14T05:00,-7.9,72,-12,-13,1020.2,833.3,0,0,0,0,0,0,0,12.2,208,26.3,0.01,0.09
2022-02-14T06:00,-8,71,-12.3,-13,1020.2,833.2,0,0,0,0,0,0,0,10.8,206,26.3,0.01,0.1
2022-02-14T07:00,-8.1,69,-12.7,-13.1,1020.3,833.3,0,0,0,0,0,0,0,10.8,206,26.3,0.01,0.1
2022-02-14T08:00,-8.3,69,-13,-13.3,1020.2,833,0,0,0,0,0,0,0,10.6,208,25.6,0.01,0.1
2022-02-14T09:00,-8.8,69,-13.4,-13.8,1019.8,832.4,0,0,0,0,0,0,0,10.8,210,24.1,0.01,0.1
2022-02-14T10:00,-9.3,69,-13.9,-14.6,1019.6,831.9,0,0,0,0,0,0,0,12,213,24.1,0.01,0.09
2022-02-14T11:00,-8.2,67,-13.3,-13.6,1018.8,831.9,0,0,0,0,0,0,0,13.3,218,25.6,0.02,0.11
2022-02-14T12:00,-4.8,64,-10.5,-9.8,1018.2,833.6,0,0,0,0,0,0,0,12.3,220,23.8,0.07,0.15
2022-02-14T13:00,0.1,62,-6.3,-4.2,1017.9,836.2,0,0,0,0,0,0,0,9.2,219,19.4,0.15,0.23
2022-02-14T14:00,4.8,56,-3.3,1.7,1017.1,838.3,0,0,0,0,0,0,0,5.9,218,14.8,0.25,0.38
2022-02-14T15:00,6.2,52,-3.1,3.7,1015.6,837.9,0,0,0,0,0,0,0,5.6,220,14.4,0.3,0.46
2022-02-14T16:00,9,31,-7.1,6.3,1013.3,837.6,0,0,0,0,0,0,0,4.7,261,10.1,0.34,0.79
2022-02-14T17:00,11,22,-10,7.7,1011.6,837.3,0,0,0,13,0,1,42,5.4,290,11.5,0.34,1.03
2022-02-14T18:00,10,30,-6.8,6.5,1010,835.4,0,0,0,17,0,0,56,3.3,49,13,0.26,0.86
2022-02-14T19:00,9.3,34,-5.8,5.8,1009.7,834.8,0,0,0,32,0,9,87,4.4,81,11.5,0.17,0.78
2022-02-14T20:00,6.2,47,-4.3,2.9,1009.5,832.9,0,0,0,23,0,2,71,4.2,121,8.3,0.06,0.51
2022-02-14T21:00,3.1,58,-4.4,0,1009.7,831.3,0,0,0,29,0,0,96,3,166,11.9,0.01,0.32
2022-02-14T22:00,-0.4,71,-5,-3.6,1009.8,829.3,0,0,0,29,0,0,98,3.1,216,17.6,0,0.17
2022-02-14T23:00,-2.3,76,-5.9,-5.9,1009.7,828.1,0,0,0,29,0,0,96,4.9,216,22,0,0.12
2022-02-15T00:00,-3,77,-6.5,-6.9,1009.3,827.3,0,0,0,29,0,0,96,6.5,214,24.1,0,0.11
2022-02-15T01:00,-3.8,77,-7.2,-7.9,1008.8,826.5,0,0,0,27,0,0,89,7.6,211,24.8,0,0.11
2022-02-15T02:00,-4.2,75,-7.9,-8.6,1008.2,825.7,0,0,0,15,0,0,50,8.9,212,26.3,0,0.11
2022-02-15T03:00,-4.2,72,-8.5,-8.8,1007.7,825.3,0,0,0,3,0,0,9,10,210,23.4,0.01,0.12
2022-02-15T04:00,-5.1,72,-9.3,-9.9,1007,824.2,0,0,0,14,0,0,45,10.8,210,25.2,0.01,0.12
2022-02-15T05:00,-5.6,71,-9.9,-10.5,1006.7,823.7,0,0,0,22,0,0,73,11.5,212,25.9,0.01,0.12
2022-02-15T06:00,-6.1,70,-10.8,-11.1,1005,822,0,0,0,18,0,0,60,11.6,210,27,0.01,0.12
2022-02-15T07:00,-6.5,68,-11.5,-11.4,1004.7,821.5,0,0,0,10,0,0,33,10.8,210,27.7,0.01,0.12
2022-02-15T08:00,-6.9,67,-12,-11.9,1004.7,821.3,0,0,0,8,0,0,26,11.2,213,27.7,0.01,0.12
2022-02-15T09:00,-7.2,67,-12.3,-12.4,1004.6,821,0,0,0,11,0,0,35,12.3,212,28.1,0.01,0.12
2022-02-15T10:00,-7.5,67,-12.6,-12.7,1004.6,820.8,0,0,0,17,0,0,55,11.8,211,28.8,0.01,0.12
2022-02-15T11:00,-6.3,65,-11.9,-11.4,1004.5,821.4,0,0,0,19,0,0,64,11.5,212,28.4,0.02,0.13
2022-02-15T12:00,-2.9,62,-9.1,-7.5,1004.4,823.4,0,0,0,13,0,0,43,10,210,25.9,0.07,0.19
2022-02-15T13:00,1.1,61,-5.5,-2.8,1003.7,825.2,0,0,0,14,0,0,46,7.8,202,22.3,0.14,0.26
2022-02-15T14:00,5,59,-2.3,1.7,1003.3,827.1,0,0,0,15,0,0,50,6.2,170,16.2,0.22,0.36
2022-02-15T15:00,9.9,26,-8.8,6.9,1002.2,828.9,0,0,0,17,0,0,57,4.6,108,11.9,0.34,0.91
2022-02-15T16:00,11.1,21,-10.3,7.9,1000.9,828.5,0,0,0,23,0,1,73,5.4,53,13,0.35,1.05
2022-02-15T17:00,11.7,21,-10,8.1,999.7,827.8,0,0,0,22,0,2,69,6.3,31,13.7,0.34,1.09
2022-02-15T18:00,11.3,26,-7.6,7.1,999.3,827.2,0,0,0,5,0,3,10,8.2,49,14,0.27,0.99
2022-02-15T19:00,10.5,29,-7,6.6,999.7,827.1,0,0,0,0,0,0,0,6,73,13,0.18,0.91
2022-02-15T20:00,9.1,56,0.8,6.5,1000.2,826.8,0,0,0,13,0,1,42,3.9,158,7.2,0.07,0.51
2022-02-15T21:00,4.2,39,-8.5,0,1000.7,824.5,0,0,0,44,0,33,80,7.9,180,9.4,0.04,0.51
2022-02-15T22:00,0.5,52,-8.3,-3.5,1001.2,822.8,0,0,0,65,0,62,93,6.6,189,12.6,0.01,0.31
2022-02-15T23:00,-2.6,71,-7.1,-6.6,1001.4,821.1,0,0,0,75,0,78,94,6.8,198,14.8,0,0.14
2022-02-16T00:00,-3.7,73,-7.8,-7.5,1002,820.9,0,0,0,79,0,83,96,5.2,205,16.2,0,0.12
2022-02-16T01:00,-4.4,72,-8.8,-8.1,1002.3,820.8,0,0,0,77,0,82,94,3.9,214,18.7,0,0.13
2022-02-16T02:00,-5,69,-9.8,-8.6,1002.6,820.7,0,0,0,68,0,72,84,2.5,225,19.4,0,0.13
2022-02-16T03:00,-3.6,69,-8.5,-6.8,1003.3,822.1,0,0,0,65,0,75,67,0.8,297,10.8,0,0.15
2022-02-16T04:00,-3.1,61,-9.6,-6.9,1004.7,823.5,0,0,0,36,0,42,37,4,100,10.4,0,0.19
2022-02-16T05:00,-3.1,59,-10.1,-7.3,1006.7,825.2,0,0,0,14,0,14,17,6.5,109,12.6,0.01,0.2
2022-02-16T06:00,-4,63,-10,-8.2,1008.7,826.3,0,0,0,0,0,0,0,6.5,146,11.5,0.01,0.17
2022-02-16T07:00,-5.1,67,-10.4,-8.5,1008.9,825.8,0,0,0,0,0,0,0,1,135,7.6,0,0.14
2022-02-16T08:00,-5.3,68,-10.3,-8.8,1009.6,826.2,0,0,0,0,0,0,0,1.3,236,5.4,0,0.13
2022-02-16T09:00,-6,71,-10.3,-9.4,1009.3,825.6,0,0,0,25,1,40,0,1.4,90,6.1,0,0.11
2022-02-16T10:00,-6.5,77,-9.9,-10.2,1010.4,826.2,0,0,0,23,2,33,3,3.7,119,7.9,0,0.09
2022-02-16T11:00,-5.1,74,-8.9,-9,1011.3,827.8,0,0,0,46,43,11,3,5.1,82,10.4,0.02,0.11
2022-02-16T12:00,-2.9,70,-7.6,-6.7,1012.3,829.9,0,0,0,75,61,30,8,5.7,35,11.5,0.07,0.15
2022-02-16T13:00,-1.3,69,-6.2,-5.4,1011.9,830.5,0,0,0,79,80,9,4,8.6,22,17.6,0.12,0.17
2022-02-16T14:00,0,65,-5.8,-4.3,1011.3,830.8,0,0,0,85,82,18,2,9.7,22,21.2,0.17,0.21
2022-02-16T15:00,-0.1,67,-5.5,-4.4,1010.6,830.1,0,0,0,100,90,57,7,9.7,27,21.6,0.15,0.2
2022-02-16T16:00,0.1,67,-5.4,-4.1,1009.9,829.7,0,0,0,100,79,87,25,9.7,39,21.6,0.15,0.21
2022-02-16T17:00,-0.2,70,-5,-4.5,1009.9,829.5,0.1,0,0.07,100,60,85,51,10.1,55,22.7,0.11,0.18
2022-02-16T18:00,-0.6,73,-4.9,-4.7,1012.7,831.6,0.1,0,0.07,100,89,86,80,9,67,21.6,0.1,0.16
2022-02-16T19:00,-1,74,-5.1,-5.3,1014.4,832.8,0.1,0,0.07,100,90,99,87,10.6,55,21.6,0.08,0.15
2022-02-16T20:00,-2.2,81,-5,-6.8,1015.7,833.1,0.4,0,0.28,100,81,100,86,12.1,53,17.6,0.03,0.1
2022-02-16T21:00,-3.1,90,-4.5,-7.8,1018.2,834.6,0.8,0,0.56,100,97,99,92,13.3,52,20.9,0.01,0.05
2022-02-16T22:00,-3.5,93,-4.5,-8.1,1020.6,836.3,1.2,0,0.84,100,100,100,96,13,56,25.2,0,0.03
2022-02-16T23:00,-3.9,95,-4.7,-8.9,1022.8,837.9,1.5,0,1.05,100,100,100,94,15.1,57,31.7,0,0.03
2022-02-17T00:00,-4.7,94,-5.5,-9.9,1025.8,839.8,1.4,0,0.98,100,100,100,94,16.5,58,32.4,0,0.02
2022-02-17T01:00,-5.7,94,-6.5,-10.8,1027.5,840.6,1.2,0,0.84,100,100,100,95,14.8,67,30.2,0,0.02
2022-02-17T02:00,-6.2,93,-7.1,-11,1028.9,841.4,0.9,0,0.63,100,95,95,24,12.1,73,25.6,0,0.03
2022-02-17T03:00,-8.1,92,-9.2,-12.7,1029.3,840.6,0.2,0,0.14,100,95,39,1,9.8,73,21.2,0,0.03
2022-02-17T04:00,-8.4,92,-9.5,-12.8,1030.3,841.2,0.2,0,0.14,100,96,48,0,8.4,65,17.6,0,0.03
2022-02-17T05:00,-8.8,91,-10,-13,1031,841.5,0.2,0,0.14,100,99,82,37,6.2,54,12.6,0,0.03
2022-02-17T06:00,-9,91,-10.2,-13.1,1031.5,841.8,0.2,0,0.14,100,100,89,0,6.2,80,8.6,0,0.03
2022-02-17T07:00,-9.2,90,-10.5,-12.9,1030.8,841.1,0.1,0,0.07,100,90,81,0,2.8,50,5.8,0,0.03
2022-02-17T08:00,-9,89,-10.4,-12.8,1031.1,841.5,0,0,0,100,92,73,16,4.1,15,6.8,0,0.03
2022-02-17T09:00,-9.3,89,-10.7,-13.4,1031.7,841.8,0,0,0,100,78,59,29,5.8,338,7.6,0,0.03
2022-02-17T10:00,-9.5,89,-10.9,-13.5,1032.1,842,0,0,0,57,61,3,1,5.1,309,6.8,0.01,0.03
2022-02-17T11:00,-10,83,-12.3,-14.2,1031.7,841.3,0,0,0,50,55,0,0,5.4,278,10.8,0.01,0.05
2022-02-17T12:00,-7.7,72,-11.8,-11.7,1031.6,842.7,0,0,0,55,59,3,0,4.2,301,10.1,0.06,0.1
2022-02-17T13:00,-7.7,74,-11.5,-11.7,1030.7,842,0,0,0,42,43,5,0,4.4,305,12.2,0.11,0.09
2022-02-17T14:00,-4.5,65,-10,-8,1029.1,842.7,0,0,0,36,30,15,0,5.1,309,14,0.17,0.15
2022-02-17T15:00,-3.5,59,-10.4,-7.1,1026.6,841.3,0,0,0,13,8,9,0,6.9,309,20.9,0.19,0.2
2022-02-17T16:00,-2.4,55,-10.2,-5.7,1024.1,839.9,0,0,0,1,0,1,0,7.7,319,20.9,0.21,0.23
2022-02-17T17:00,-1.5,54,-9.6,-5.1,1022,838.7,0,0,0,0,0,0,0,8.2,331,20.9,0.21,0.25
2022-02-17T18:00,-1.1,58,-8.3,-5.4,1021.7,838.7,0,0,0,0,0,0,0,8.1,315,15.5,0.17,0.24
2022-02-17T19:00,-1.6,68,-6.8,-5.8,1020.2,837.1,0,0,0,0,0,0,0,8.2,299,12.6,0.11,0.18
2022-02-17T20:00,-0.8,46,-10.9,-5.7,1018.3,836.1,0,0,0,0,0,0,0,11.1,299,7.9,0.07,0.31
2022-02-17T21:00,-5.9,63,-11.8,-10.5,1017.6,832.4,0,0,0,0,0,0,0,8.4,250,13.3,0.02,0.15
2022-02-17T22:00,-8.5,64,-14,-12.8,1017.9,831.1,0,0,0,0,0,0,0,5.6,225,14.8,0,0.12
2022-02-17T23:00,-11.3,71,-15.6,-15.9,1018.9,830.1,0,0,0,0,0,0,0,7,215,18.7,0,0.08
2022-02-18T00:00,-12.8,72,-16.8,-17.7,1019.3,829.4,0,0,0,2,2,0,0,8,207,20.9,0,0.06
2022-02-18T01:00,-13.3,71,-17.4,-18.3,1020.2,829.9,0,0,0,0,0,0,0,8.9,207,20.5,0,0.06
2022-02-18T02:00,-13.5,70,-17.8,-18.5,1020.5,830,0,0,0,3,0,5,0,8.7,210,20.9,0,0.07
2022-02-18T03:00,-13.5,71,-17.7,-18.6,1020.7,830.1,0,0,0,14,0,24,0,9.4,212,23,0,0.06
2022-02-18T04:00,-12.7,69,-17.2,-17.6,1021.5,831.3,0,0,0,18,0,30,1,8.2,209,21.6,0,0.07
2022-02-18T05:00,-12.1,69,-16.7,-16.9,1022,832.1,0,0,0,14,0,24,0,7.9,210,20.5,0,0.08
2022-02-18T06:00,-11.8,71,-16.1,-16.6,1020,830.6,0,0,0,31,0,51,0,7.6,205,21.2,0,0.07
2022-02-18T07:00,-11.8,72,-15.8,-16.9,1020.1,830.8,0,0,0,4,0,7,0,10.3,209,23.4,0,0.07
2022-02-18T08:00,-11.6,72,-15.6,-16.8,1020.3,831.1,0,0,0,0,0,0,0,11.4,215,25.6,0.01,0.07
2022-02-18T09:00,-11.8,72,-15.7,-17.2,1020,830.7,0,0,0,0,0,0,0,12.3,218,26.6,0.01,0.07
2022-02-18T10:00,-12,73,-15.9,-17.5,1020.9,831.3,0,0,0,0,0,0,0,13.3,218,26.6,0.01,0.07
2022-02-18T11:00,-11,71,-15.2,-16.4,1022.4,833.1,0,0,0,0,0,0,0,12.4,216,25.9,0.02,0.08
2022-02-18T12:00,-7.9,68,-12.7,-12.8,1023.9,836.3,0,0,0,0,0,0,0,10,210,22.3,0.06,0.11
